AAPL,14
SQ,20
FB,10
JPM,9
SPCE,11
TSLA,15
ESTC,15
SPY,12
GROW,1
BAC,1
XLF,1
CVNA,1
MSFT,2
AMZN,-19
NFLX,-24
GOOGL,-20
SPOT,2
KODK,1
NVDA,1
AMD,1
NET,1
