AAPL,196
SQ,20
FB,184
JPM,12
SPCE,28
TSLA,74
ESTC,21
SPY,53
GROW,11
BAC,21
XLF,4
CVNA,8
MSFT,22
AMZN,19
NFLX,153
GOOGL,26
SPOT,23
KODK,1
NVDA,5
AMD,6
NET,7
APPL,1
TGT,8
CHGG,1
HD,1
WMT,1
QQQ,3
HMNY,4
CRWD,1
CMG,1
UBER,1
RIOT,1
BIGC,1
AESE,1
OBSV,1
BLU,1
VISL,2
BLUE,1
TXN,10
YECO,2
ZM,1
F,3
Z,1
COUP,1
